界线,默认,P-LIMT,默认开,默认否,默认否,5,ACAD_ISO09W100,默认,0,默认,T,基地界线及说明文字，红线redline
界线,默认,P-LIMT-LIPB,默认开,默认否,默认否,3,ACAD_ISO09W100,默认,0,默认,T,分期（分地块）界线及说明文字，分期界线Phased boundary
界线,默认,P-LIMT-BUID,默认开,默认否,默认否,1,ACAD_ISO09W100,默认,0,默认,T,建筑控制线，建筑物building
界线,默认,P-LIMT-COOR,默认开,默认否,默认否,200,Continuous,默认,0,默认,T,界址点坐标及编号
建筑物,默认,P-BUID-BMAX,默认开,默认否,默认否,50,Continuous,默认,0,默认,T,建筑物最大（±00）外轮廓
建筑物,默认,P-BUID-BCHA,默认开,默认否,默认否,121,Continuous,默认,0,默认,T,各层（有变化的）外轮廓
建筑物,默认,P-BUID-UDBD,默认开,默认否,默认否,6,DASH,默认,0,默认,T,地下建筑轮廓
建筑物,默认,P-BUID-UDBL,默认开,默认否,默认否,13,DASH,默认,0,默认,T,地下建筑顶板不同高度分界线，降板lower
建筑物,默认,P-BUID-STAR,默认开,默认否,默认否,41,Continuous,默认,0,默认,T,室外构筑物（台阶、坡道、阳台、院落、凸窗）
建筑物,默认,P-BUID-ROOF,默认开,默认否,默认否,210,Continuous,默认,0,默认,T,建筑屋顶
建筑物,默认,P-BUID-AXIS,默认开,默认否,默认否,10,CENTERX2,默认,0,默认,T,轴线交点及编号
建筑物,默认,P-BUID-COOR,默认开,默认否,默认否,121,Continuous,默认,0,默认,T,建筑物定位坐标
建筑物,默认,P-BUID-ELEV,默认开,默认否,默认否,4,Continuous,默认,0,默认,T,±00的绝对标高
建筑物,默认,P-BUID-HACH,默认开,默认否,默认否,253,Continuous,默认,0,默认,T,新建建筑物填充，填充图案solid
建筑物,默认,P-BUID-DIMS,默认开,默认否,默认否,11,Continuous,默认,0,默认,T,建筑间距及尺寸
建筑物,默认,P-BUID-FLOR,默认开,默认否,默认否,4,Continuous,默认,0,默认,T,层数
建筑物,默认,P-BUID-HIGH,默认开,默认否,默认否,61,Continuous,默认,0,默认,T,建筑高度
建筑物,默认,P-BUID-NUMB,默认开,默认否,默认否,6,Continuous,默认,0,默认,T,楼号、房型编号
